url地址	漏洞类型	漏洞名称	危险等级	内容
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/cs.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/cs
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/cy.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/cy
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/da.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/da
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/de.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/de
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/el.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/el
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/en.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/en
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/eo.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/eo
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/et.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/et
http://61.183.87.183/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://61.183.87.183/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fa.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fa
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fi.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fi
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/fr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/he.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/he
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/hr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/hr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/it.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/it
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/ku.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/ku
http://61.183.87.183/Static/Home/css/style.css	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/css/style
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/lv.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/lv
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/nb.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/nb
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/nl.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/nl
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/no.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/no
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/pl.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/pl
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/pt-br.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/pt-br
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/sk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/sk
http://61.183.87.183/Static/Home/js/jquery-1.8.0.min.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/jquery-1.8.0.min
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/tr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/tr
http://61.183.87.183/Static/Home/js/nav.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/nav
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/ug.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/ug
http://61.183.87.183/Static/Home/js/test.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/test
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/uk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/uk
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/vi.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/vi
http://61.183.87.183/Static/Home/js/jquery.KinSlideshow-1.2.1.min.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/jquery.KinSlideshow-1.2.1.min
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/zh-cn.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/lang/zh-cn
http://61.183.87.183/Static/Home/js/jquery.jslides.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/jquery.jslides
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/dialogs/placeholder.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/placeholder/dialogs/placeholder
http://61.183.87.183/Static/Home/js/ScrollPic.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Home/js/ScrollPic
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/scayt/dialogs/options.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/scayt/dialogs/options
http://61.183.87.183/Static/Home/js/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Home/js/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/scayt/dialogs/toolbar.css	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/scayt/dialogs/toolbar
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/smiley/dialogs/smiley.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/smiley/dialogs/smiley
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/dialogs/specialchar.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/dialogs/specialchar
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/cs.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/cs
http://61.183.87.183/	RobotsInfo	Robots.txt站点文件	Low	http://61.183.87.183/robots.txt
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/cy.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/cy
http://61.183.87.183/Static/Home/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Home/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/de.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/de
http://61.183.87.183/Static/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/el.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/el
http://61.183.87.183/Static/Home/css/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Home/css/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/en.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/en
http://61.183.87.183/Static/Home/images/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Home/images/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/eo.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/eo
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/et.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/et
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fa.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fa
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fi.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fi
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/fr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/he.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/he
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/hr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/hr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/it.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/it
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/ku.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/ku
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/lv.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/lv
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/nb.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/nb
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/nl.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/nl
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/no.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/no
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/pt-br.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/pt-br
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/sk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/sk
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/tr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/tr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/ug.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/ug
http://61.183.87.183/home/	DirectoryList	目录浏览	Low	http://61.183.87.183/home/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/zh-cn.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/specialchar/lang/zh-cn
http://61.183.87.183/Uploads/category/2019-06-12/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/category/2019-06-12/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/styles/styles/default.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/styles/styles/default
http://61.183.87.183/Uploads/category/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/category/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/table/dialogs/table.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/table/dialogs/table
http://61.183.87.183/Static/Home/js/	TestFile	测试文件	Low	test
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/tabletools/dialogs/tableCell.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/tabletools/dialogs/tableCell
http://61.183.87.183/Uploads/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/templates/templates/default.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/templates/templates/default
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/templates/dialogs/templates.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/templates/dialogs/templates
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/dialogs/uicolor.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/dialogs/uicolor
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/bg.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/bg
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/cs.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/cs
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/cy.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/cy
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/da.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/da
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/de.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/de
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/el.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/el
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/en.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/en
http://61.183.87.183/Uploads/CKUpload/images/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/CKUpload/images/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/eo.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/eo
http://61.183.87.183/Uploads/CKUpload/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/CKUpload/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/et.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/et
http://61.183.87.183/Uploads/link/2017-07-20/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/link/2017-07-20/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fa.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fa
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fi.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fi
http://61.183.87.183/Uploads/link/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/link/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/fr
http://61.183.87.183/Static/Admin/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Admin/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/he.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/he
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/hr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/hr
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/it.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/it
http://61.183.87.183/home/upload/	DirectoryList	目录浏览	Low	http://61.183.87.183/home/upload/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/ku.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/ku
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/lv.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/lv
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/mk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/mk
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/nb.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/nb
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/nl.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/nl
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/no.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/no
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/pl.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/pl
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/pt-br.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/pt-br
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/sk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/sk
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/tr.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/tr
http://61.183.87.183/ThinkPHP/	DirectoryList	目录浏览	Low	http://61.183.87.183/ThinkPHP/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/ug.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/ug
http://61.183.87.183/404/index.php	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/404/index
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/uk.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/uk
http://61.183.87.183/Uploads/attachment/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/attachment/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/vi.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/vi
http://61.183.87.183/Uploads/content/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/content/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/zh-cn.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/lang/zh-cn
http://61.183.87.183/Uploads/pic/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/pic/
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/yui/yui.js	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/uicolor/yui/yui
http://61.183.87.183/Static/Admin/js/ckeditor/plugins/wsc/dialogs/wsc.css	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/Static/Admin/js/ckeditor/plugins/wsc/dialogs/wsc
http://61.183.87.183/Uploads/CKUpload/_thumbs/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/CKUpload/_thumbs/
http://61.183.87.183/Uploads/CKUpload/flash/	DirectoryList	目录浏览	Low	http://61.183.87.183/Uploads/CKUpload/flash/
http://61.183.87.183/ThinkPHP	HostHeaderAttack	Host头攻击	Low	evilhost5973a482.com
http://61.183.87.183/Runtime	HostHeaderAttack	Host头攻击	Low	evilhost34598788.com
http://61.183.87.183/detail.php	ModnegotiationFilenameBruteforcing	Apache mod_negotiation模块文件名暴力破解	Medium	http://61.183.87.183/detail
http://61.183.87.183/Application	HostHeaderAttack	Host头攻击	Low	evilhost70149331.com
http://61.183.87.183/icons/	DirectoryList	目录浏览	Low	http://61.183.87.183/icons/
http://61.183.87.183/Static/Admin/css/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Admin/css/
http://61.183.87.183/Static/Admin/images/	DirectoryList	目录浏览	Low	http://61.183.87.183/Static/Admin/images/
